ENTIDAD;CODIGO_UNIDAD_EJECUTORA;VIGENCIA;RUBRO;DESCRIPCION
230;02;2019;3-00-991-00-00-29-4066-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 139 DE 2012 ENTRE EL INSTITUTO DE DESARROLLO DEL META - UD
230;02;2019;3-00-991-00-00-29-4530-03;GASTOS GENER. ACUERDO 02 CONVENIO COOP. No. 006-2009 ALCALD. MPAL. SOACHA
230;02;2019;3-00-991-00-00-29-4574-03;GASTOS GENER.  X CONGRESO INT DE INGENIERIA INDUSTRIAL
230;02;2019;3-00-991-00-00-29-4583-03;GASTOS GENER.  CONTRATO P. SERV. PROF. SPIA CPS-023-2012 SOC. PUERTO IND. AGUADULCE S.A
230;02;2019;3-00-991-00-00-29-5001-03;GASTOS GENER.  CATASTRO  DISTRITAL - UD
230;02;2019;3-00-991-00-00-29-5013-03;GASTOS GENER.  CONVENIO 117 DE 2012 FDL PUENTE ARANDA - UD
230;02;2019;3-00-991-00-00-29-5809-03;GASTOS GENER.  CONTRATO 047-2012 FONCEP FONDO DE PRESTACIONES ECONOMICAS, CESANTIAS Y PENSIONES - UD
230;02;2019;3-00-991-00-00-29-5812-01;SERV. PERS. ADMIN.  CONTRATO INTER. 2355 DE 2012 ENTRE EL INST. DIST. PROTEC. NIÑEZ Y LA JUVENTUD - IDIPRON - UD
230;02;2019;3-00-991-00-00-29-5812-03;GASTOS GENER.  CONTRATO INTER. 2355 DE 2012 ENTRE EL INST. DIST. PROTEC. NIÑEZ Y LA JUVENTUD - IDIPRON - UD
230;02;2019;3-00-991-00-00-29-5813-05;"BENEFICIO INSTIT.  CONTRATO INTER. 076 DE 2012 ENTRE EL INST. NAL. PENITENCIARIO Y CARCELARIO ""INPEC"" - UD"
230;02;2019;3-00-991-00-00-29-5814-02;SERV. PERS. ACAD.  CONTRATO INTER. 2213100-311 DE 2012 ENTRE LA SEC. GENERAL DE LA ALCALDIA MAYOR DE BOGOTA - UD
230;02;2019;3-00-991-00-00-29-5814-03;GASTOS GENER.  CONTRATO INTER. 2213100-311 DE 2012 ENTRE LA SEC. GENERAL DE LA ALCALDIA MAYOR DE BOGOTA - UD
230;02;2019;3-00-991-00-00-29-5814-05;BENEFICIO INSTIT.  CONTRATO INTER. 2213100-311 DE 2012 ENTRE LA SEC. GENERAL DE LA ALCALDIA MAYOR DE BOGOTA - UD
230;02;2019;3-00-991-00-00-29-5815-01;SERV. PERS. ADMIN.  DIPLOMADO EN ALTA GERENCIA Y POLITICAS DE RECREACION Y DEPORTE
230;02;2019;3-00-991-00-00-29-5815-02;SERV. PERS. ACAD.  DIPLOMADO EN ALTA GERENCIA Y POLITICAS DE RECREACION Y DEPORTE
230;02;2019;3-00-991-00-00-29-5815-03;GASTOS GENER.  DIPLOMADO EN ALTA GERENCIA Y POLITICAS DE RECREACION Y DEPORTE
230;02;2019;3-00-991-00-00-29-5815-05;BENEFICIO INSTIT.  DIPLOMADO EN ALTA GERENCIA Y POLITICAS DE RECREACION Y DEPORTE
230;02;2019;3-00-991-00-00-29-5818-01;SERV. PERS. ADMIN.  CONTRATO INTERADM. 006-2012 FDL SUBA
230;02;2019;3-00-991-00-00-29-5818-03;GASTOS GENER.  CONTRATO INTERADM. 006-2012 FDL SUBA
230;02;2019;3-00-991-00-00-29-5818-04;OTROS GASTOS  CONTRATO INTERADM. 006-2012 FDL SUBA
230;02;2019;3-00-991-00-00-29-5819-01;SERV. PERS. ADMIN.  CONTRATO INTERADM. CIA-117-2012 FDL KENNEDY
230;02;2019;3-00-991-00-00-29-5819-03;GASTOS GENER.  CONTRATO INTERADM. CIA-117-2012 FDL KENNEDY
230;02;2019;3-00-991-00-00-29-5819-04;OTROS GASTOS  CONTRATO INTERADM. CIA-117-2012 FDL KENNEDY
230;02;2019;3-00-991-00-00-29-5819-05;BENEFICIO INSTIT.  CONTRATO INTERADM. CIA-117-2012 FDL KENNEDY
230;02;2019;3-00-991-00-00-29-5823-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 35-1-2012 ENTRE EL DEPARTAMENTO DEL VAUPES - UD.
230;02;2019;3-00-991-00-00-29-5823-03;GASTOS GENER.  CONTRATO INTER. No. 35-1-2012 ENTRE EL DEPARTAMENTO DEL VAUPES - UD.
230;02;2019;3-00-991-00-00-29-5823-04;OTROS GASTOS  CONTRATO INTER. No. 35-1-2012 ENTRE EL DEPARTAMENTO DEL VAUPES - UD.
230;02;2019;3-00-991-00-00-29-5823-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 35-1-2012 ENTRE EL DEPARTAMENTO DEL VAUPES - UD.
230;02;2019;3-00-991-00-00-29-5824-03;GASTOS GENER.  CONTRATO RC. No. 363 - 2011 ENTRE FIDUCIARIA BOGOTA - UD.
230;02;2019;3-00-991-00-00-29-5831-03;GASTOS GENER.  CURSO LIBRE: CIENCIA EXPERIMENTAL PARA JOVENES Y NIÑOS
230;02;2019;3-00-991-00-00-29-5832-02;SERV. PERS. ACAD.  SEMINARIO DE ACTUALIZACION EN FORMULACION Y GESTION DE PROYECTOS
230;02;2019;3-00-991-00-00-29-5834-01;SERV. PERS. ADMIN.  CONTRATO RC No. 0848 DE 2012 ENTRE FIDUBOGOTA, FUND. ÉXITO, FUND. BATUTA - UD
230;02;2019;3-00-991-00-00-29-5834-02;SERV. PERS. ACAD.  CONTRATO RC No. 0848 DE 2012 ENTRE FIDUBOGOTA, FUND. ÉXITO, FUND. BATUTA - UD
230;02;2019;3-00-991-00-00-29-5834-03;GASTOS GENER.  CONTRATO RC No. 0848 DE 2012 ENTRE FIDUBOGOTA, FUND. ÉXITO, FUND. BATUTA - UD
230;02;2019;3-00-991-00-00-29-5834-04;OTROS GASTOS  CONTRATO RC No. 0848 DE 2012 ENTRE FIDUBOGOTA, FUND. ÉXITO, FUND. BATUTA - UD
230;02;2019;3-00-991-00-00-29-5835-02;SERV. PERS. ACAD.  CONTRATO INTER. No. 424 DE 2013 ENTRE LA DIRECCION NACIONAL DE PLANEACION - UD
230;02;2019;3-00-991-00-00-29-5835-03;GASTOS GENER.  CONTRATO INTER. No. 424 DE 2013 ENTRE LA DIRECCION NACIONAL DE PLANEACION - UD
230;02;2019;3-00-991-00-00-29-5842-03;GASTOS GENER.  CONTRATO INTER. No. GGC-121 DE 2013 ENTRE EL INSTITUTO COLOMBIANO AGROPECUARIO - UD
230;02;2019;3-00-991-00-00-29-5842-05;BENEFICIO INSTIT.  CONTRATO INTER. No. GGC-121 DE 2013 ENTRE EL INSTITUTO COLOMBIANO AGROPECUARIO - UD
230;02;2019;3-00-991-00-00-29-5843-05;BENEFICIO INSTIT.  CONTRATO INTER. No. GGC 142 DE 2013 ENTRE EL INSTITUTO COLOMBIANO AGROPECUARIO - UD
230;02;2019;3-00-991-00-00-29-5844-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 732 DE 2013 ENTRE EL SERVICIO NACIONAL DE APRENDIZAJE  SENA - UD
230;02;2019;3-00-991-00-00-29-5845-03;GASTOS GENER.  CONTRATO INTER. No. 314 DE 2013 ENTRE LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO - UD
230;02;2019;3-00-991-00-00-29-5846-03;GASTOS GENER.  CONTRATO INTER. No. 315 DE 2013 ENTRE LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO - UD
230;02;2019;3-00-991-00-00-29-5847-01;SERV. PERS. ADMIN.  CONTRATO INTER. DE INTERV. No. 143 DE 2013 ENTRE LA UN. SERV. PENITEN. Y CARCELARIOS - UD
230;02;2019;3-00-991-00-00-29-5847-03;GASTOS GENER.  CONTRATO INTER. DE INTERV. No. 143 DE 2013 ENTRE LA UN. SERV. PENITEN. Y CARCELARIOS - UD
230;02;2019;3-00-991-00-00-29-5847-04;OTROS GASTOS  CONTRATO INTER. DE INTERV. No. 143 DE 2013 ENTRE LA UN. SERV. PENITEN. Y CARCELARIOS - UD
230;02;2019;3-00-991-00-00-29-5847-05;BENEFICIO INSTIT.  CONTRATO INTER. DE INTERV. No. 143 DE 2013 ENTRE LA UN. SERV. PENITEN. Y CARCELARIOS - UD
230;02;2019;3-00-991-00-00-29-5848-03;GASTOS GENER.  CONTRATO INTER. No. 0930 DE 2013 ENTRE LA CORP. AUTONOMA REGIONAL  CAR - UD
230;02;2019;3-00-991-00-00-29-5852-02;SERV. PERS. ACAD.  CONTRATO INTER. No. 130261-0-2013 ENTRE LA SECRETARIA DISTRITAL DE HACIENDA - UD
230;02;2019;3-00-991-00-00-29-5852-03;GASTOS GENER.  CONTRATO INTER. No. 130261-0-2013 ENTRE LA SECRETARIA DISTRITAL DE HACIENDA - UD
230;02;2019;3-00-991-00-00-29-5852-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 130261-0-2013 ENTRE LA SECRETARIA DISTRITAL DE HACIENDA - UD
230;02;2019;3-00-991-00-00-29-5853-03;GASTOS GENER.  CONTRATO INTER. No. 674 DE 2013 ENTRE EL MINISTERIO DE EDUCACION NACIONAL  - UD
230;02;2019;3-00-991-00-00-29-5854-02;SERV. PERS. ACAD.  ACUERDO DE COOPERACION ENTRE LA FACULTAD DE MINAS DE LA UNIV. NACIONAL Y LA UD
230;02;2019;3-00-991-00-00-29-5854-03;GASTOS GENER.  ACUERDO DE COOPERACION ENTRE LA FACULTAD DE MINAS DE LA UNIV. NACIONAL Y LA UD
230;02;2019;3-00-991-00-00-29-5855-03;GASTOS GENER.  CONV. ESP. DE COOP. No. 030 DE 2013 ENTRE CAR VALLES DEL SINU Y SAN JORGE - UD
230;02;2019;3-00-991-00-00-29-5856-03;GASTOS GENER.  CONV. ESP. DE COOP. No. 029 DE 2013 ENTRE CAR VALLES DEL SINU Y SAN JORGE - UD
230;02;2019;3-00-991-00-00-29-5859-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 094 DE 2013 ENTRE EL FDL ENGATIVA - UD
230;02;2019;3-00-991-00-00-29-5859-03;GASTOS GENER.  CONTRATO INTER. No. 094 DE 2013 ENTRE EL FDL ENGATIVA - UD
230;02;2019;3-00-991-00-00-29-5859-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 094 DE 2013 ENTRE EL FDL ENGATIVA - UD
230;02;2019;3-00-991-00-00-29-5861-04;OTROS GASTOS  CONTRATO INTER. No. 151 DE 2013 ENTRE LA ALCALDIA MUNICIPAL DE COGUA - UD
230;02;2019;3-00-991-00-00-29-5861-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 151 DE 2013 ENTRE LA ALCALDIA MUNICIPAL DE COGUA - UD
230;02;2019;3-00-991-00-00-29-5862-03;GASTOS GENER.  CONVENIO INTER. No. 002 DE 2013 ENTRE LA UN. ADM. ESP. CUERPO OFICIAL DE BOMBEROS - UD
230;02;2019;3-00-991-00-00-29-5866-03;GASTOS GENER.  CONTRATO INTER. No. 565 DE 2013 ENTRE UNIDAD ESPECIAL REHAB. Y MTTO VIAL  - UD
230;02;2019;3-00-991-00-00-29-5866-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 565 DE 2013 ENTRE UNIDAD ESPECIAL REHAB. Y MTTO VIAL  - UD
230;02;2019;3-00-991-00-00-29-5868-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 1169 DE 2013 ENTRE EL INCODER - UD
230;02;2019;3-00-991-00-00-29-5869-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 461 DE 2013 ENTRE EL MUNICIPIO DE AGUAZUL - UD
230;02;2019;3-00-991-00-00-29-5869-02;SERV. PERS. ACAD.  CONTRATO INTER. No. 461 DE 2013 ENTRE EL MUNICIPIO DE AGUAZUL - UD
230;02;2019;3-00-991-00-00-29-5869-03;GASTOS GENER.  CONTRATO INTER. No. 461 DE 2013 ENTRE EL MUNICIPIO DE AGUAZUL - UD
230;02;2019;3-00-991-00-00-29-5870-03;GASTOS GENER.  CONTRATO INTER. No. 751 DE 2013 ENTRE INST. DE INFRAESTRUCTURA Y CONCESIONES DE C/MARCA
230;02;2019;3-00-991-00-00-29-5871-04;OTROS GASTOS  CONTRATO INTER. No. 074 DE 2013 ENTRE SECRETARIA DE TRANS. Y MOVILIDAD DE C/MARCA - UD
230;02;2019;3-00-991-00-00-29-5872-03;GASTOS GENER.  CONTRATO INTER. No. 2213100-397 DE 2013 ENTRE LA SEC. GEN. ALCALDIA, FONDO FINAN. DIST. SALUD
230;02;2019;3-00-991-00-00-29-5872-04;OTROS GASTOS  CONTRATO INTER. No. 2213100-397 DE 2013 ENTRE LA SEC. GEN. ALCALDIA, FONDO FINAN. DIST. SALUD
230;02;2019;3-00-991-00-00-29-5872-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 2213100-397 DE 2013 ENTRE LA SEC. GEN. ALCALDIA, FONDO FINAN. DIST. SALUD
230;02;2019;3-00-991-00-00-29-5874-03;GASTOS GENER.  CONTRATO INTER. No. 084 DE 2013 ENTRE LA SECRETARIA DE MOVILIDAD DE CUNDINAMARCA - UD
230;02;2019;3-00-991-00-00-29-5878-03;GASTOS GENER.  CONTRATO INTER. No. G-27-2013 ENTRE FUN.SER. VIVIENDA POPULAR - UD
230;02;2019;3-00-991-00-00-29-5878-05;BENEFICIO INSTIT.  CONTRATO INTER. No. G-27-2013 ENTRE FUN.SER. VIVIENDA POPULAR - UD
230;02;2019;3-00-991-00-00-29-5880-02;SERV. PERS. ACAD.  ARTES PLASTICAS-VISUALES-ESCENICAS
230;02;2019;3-00-991-00-00-29-5880-05;BENEFICIO INSTIT.  ARTES PLASTICAS-VISUALES-ESCENICAS
230;02;2019;3-00-991-00-00-29-5881-02;SERV. PERS. ACAD.   ARTES DANZARIO
230;02;2019;3-00-991-00-00-29-5881-03;GASTOS GENER.   ARTES DANZARIO
230;02;2019;3-00-991-00-00-29-5881-05;BENEFICIO INSTIT.   ARTES DANZARIO
230;02;2019;3-00-991-00-00-29-5883-03;GASTOS GENER.  CONVENIO INTER. No. 005 DE 2014 ENTRE CAR VALLES DEL SINU Y SAN JORGE - UD
230;02;2019;3-00-991-00-00-29-5883-05;BENEFICIO INSTIT.  CONVENIO INTER. No. 005 DE 2014 ENTRE CAR VALLES DEL SINU Y SAN JORGE - UD
230;02;2019;3-00-991-00-00-29-5885-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 004 DE 2013 ENTRE EL MUNICIPIO DE PORE - UD
230;02;2019;3-00-991-00-00-29-5885-03;GASTOS GENER.  CONTRATO INTER. No. 004 DE 2013 ENTRE EL MUNICIPIO DE PORE - UD
230;02;2019;3-00-991-00-00-29-5885-04;OTROS GASTOS  CONTRATO INTER. No. 004 DE 2013 ENTRE EL MUNICIPIO DE PORE - UD
230;02;2019;3-00-991-00-00-29-5885-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 004 DE 2013 ENTRE EL MUNICIPIO DE PORE - UD
230;02;2019;3-00-991-00-00-29-5886-05;BENEFICIO INSTIT.  CONTRATO CONSULTORIA No. 165 DE 2013 ENTRE MUNICIPIO DE BOJACA - UD
230;02;2019;3-00-991-00-00-29-5888-03;GASTOS GENER.  CONTRATO INTER. No. 041 DE 2014 ENTRE EL MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO - UD
230;02;2019;3-00-991-00-00-29-5890-03;GASTOS GENER.  4° SEMINARIO INTERNACIONAL Y 14° NACIONAL DE TOPOGRAFIA
230;02;2019;3-00-991-00-00-29-5890-05;BENEFICIO INSTIT.  4° SEMINARIO INTERNACIONAL Y 14° NACIONAL DE TOPOGRAFIA
230;02;2019;3-00-991-00-00-29-5892-03;GASTOS GENER.  CONGRESO INTERNACIONAL DE INGENIERIA INDUSTRIAL
230;02;2019;3-00-991-00-00-29-5892-05;BENEFICIO INSTIT.  CONGRESO INTERNACIONAL DE INGENIERIA INDUSTRIAL
230;02;2019;3-00-991-00-00-29-5894-02;SERV. PERS. ACAD.  DIPLOMADO DE AUDITORIAS AMBIENTALES
230;02;2019;3-00-991-00-00-29-5894-03;GASTOS GENER.  DIPLOMADO DE AUDITORIAS AMBIENTALES
230;02;2019;3-00-991-00-00-29-5899-01;SERV. PERS. ADMIN.  PERITAJE PARA LA CONSTRUCCION NUEVA SEDE DE LA ALCALDIA LOCAL DE FONTIBON
230;02;2019;3-00-991-00-00-29-5899-05;BENEFICIO INSTIT.  PERITAJE PARA LA CONSTRUCCION NUEVA SEDE DE LA ALCALDIA LOCAL DE FONTIBON
230;02;2019;3-00-991-00-00-29-5904-03;GASTOS GENER.  TIENDA UD
230;02;2019;3-00-991-00-00-29-5905-05;BENEFICIO INSTIT.  DIPLOMADO EN GERENCIA DE SISTEMAS INTEGRADOS HSEQ
230;02;2019;3-00-991-00-00-29-5909-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 2014 - 004 ENTRE AVANTE Y LA UD
230;02;2019;3-00-991-00-00-29-5911-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 072 DE 2014 ENTRE FDL ENGATIVA Y LA UD
230;02;2019;3-00-991-00-00-29-5913-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 121 DE 2014 ENTRE EL MUNICIPIO DE SAN MARTIN Y LA UD
230;02;2019;3-00-991-00-00-29-5916-03;GASTOS GENER.  III CONGRESO INTERNACIONAL DE INGENIERIA INDUSTRIAL
230;02;2019;3-00-991-00-00-29-5917-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 02 DE 2014 MUNICIPIO DE AGUA DE DIOS - CUNDINAMARCA
230;02;2019;3-00-991-00-00-29-5917-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 02 DE 2014 MUNICIPIO DE AGUA DE DIOS - CUNDINAMARCA
230;02;2019;3-00-991-00-00-29-5920-03;GASTOS GENER.  CURSO REDES Y CABLEADO ESTRUCTURADO
230;02;2019;3-00-991-00-00-29-5920-05;BENEFICIO INSTIT.  CURSO REDES Y CABLEADO ESTRUCTURADO
230;02;2019;3-00-991-00-00-29-5923-05;BENEFICIO INSTIT.  DIPLOMADO EN ADMIN E IMPLEMENTACION DE SISTEMAS DE GESTION INTEGRAL
230;02;2019;3-00-991-00-00-29-5925-03;GASTOS GENER.  CONTRATO INTER. No. 1671 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5925-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 1671 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5926-03;GASTOS GENER.  CONTRATO  No. 14000084 OH DE 2014 UNIDAD ADMIN. ESPECIAL AERONAUTICA CIVIL
230;02;2019;3-00-991-00-00-29-5927-03;GASTOS GENER.  XIX SEMINARIO DE INVESTIGACIONES BIOLOGICAS
230;02;2019;3-00-991-00-00-29-5928-03;GASTOS GENER.  CONTRATO INTER. No. 101 DE 2014 ENTRE FDL ANTONIO NARIÑO Y LA UD
230;02;2019;3-00-991-00-00-29-5929-03;GASTOS GENER.  CONTRATO INTER. No. 172 INST. DE INFRAESTRUCTURA Y CONCESIONES DE C/MARCA
230;02;2019;3-00-991-00-00-29-5930-03;GASTOS GENER.  CONTRATO INTER. No. 195 INST. DE INFRAESTRUCTURA Y CONCESIONES DE C/MARCA
230;02;2019;3-00-991-00-00-29-5931-03;GASTOS GENER.  CONTRATO INTER. No. 194 INST. DE INFRAESTRUCTURA Y CONCESIONES DE C/MARCA
230;02;2019;3-00-991-00-00-29-5932-03;GASTOS GENER.  CONTRATO INTER. No. 640 FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTA D.C
230;02;2019;3-00-991-00-00-29-5932-04;OTROS GASTOS  CONTRATO INTER. No. 640 FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTA D.C
230;02;2019;3-00-991-00-00-29-5932-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 640 FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTA D.C
230;02;2019;3-00-991-00-00-29-5933-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 133 DE 2014 ENTRE FDL DE ENGATIVA Y LA UD
230;02;2019;3-00-991-00-00-29-5935-03;GASTOS GENER.  CONTRATO INTER. No. 353 DE 2014 ENTRE EL IDEAM Y LA UD
230;02;2019;3-00-991-00-00-29-5936-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 1670 DE 2014 ENTRE EL DEPARTAMENTO DE BOYACA Y LA UD
230;02;2019;3-00-991-00-00-29-5936-03;GASTOS GENER.  CONTRATO INTER. No. 1670 DE 2014 ENTRE EL DEPARTAMENTO DE BOYACA Y LA UD
230;02;2019;3-00-991-00-00-29-5936-04;OTROS GASTOS  CONTRATO INTER. No. 1670 DE 2014 ENTRE EL DEPARTAMENTO DE BOYACA Y LA UD
230;02;2019;3-00-991-00-00-29-5937-03;GASTOS GENER.  CONTRATO INTER. No. 011 DE 2014 ENTRE EL MUNICIPIO DE FLANDES Y LA UD
230;02;2019;3-00-991-00-00-29-5937-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 011 DE 2014 ENTRE EL MUNICIPIO DE FLANDES Y LA UD
230;02;2019;3-00-991-00-00-29-5939-03;GASTOS GENER.  CONTRATO INTER. No. 1764  DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5940-05;BENEFICIO INSTIT.  CERTIFICACION EN COMPETENCIAS PROFESIONALES REQUERIDAS POR EL RETIE
230;02;2019;3-00-991-00-00-29-5941-03;GASTOS GENER.  CONTRATO INTER. No. 066 DE 2014 ENTRE EL TERMINAL DE TRANSPORTE Y LA UD
230;02;2019;3-00-991-00-00-29-5943-01;SERV. PERS. ADMIN.  CONTRATO No. 931 DE 2014 ENTRE EL SENA Y LA UD
230;02;2019;3-00-991-00-00-29-5943-02;SERV. PERS. ACAD.  CONTRATO No. 931 DE 2014 ENTRE EL SENA Y LA UD
230;02;2019;3-00-991-00-00-29-5943-03;GASTOS GENER.  CONTRATO No. 931 DE 2014 ENTRE EL SENA Y LA UD
230;02;2019;3-00-991-00-00-29-5943-05;BENEFICIO INSTIT.  CONTRATO No. 931 DE 2014 ENTRE EL SENA Y LA UD
230;02;2019;3-00-991-00-00-29-5944-03;GASTOS GENER.  CONTRATO INTER. No. 2121  DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5945-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. PE.GDE.1.4.7.1.14.35 DE 2014 ENTRE CORMACARENA Y LA UD
230;02;2019;3-00-991-00-00-29-5945-03;GASTOS GENER.  CONTRATO INTER. No. PE.GDE.1.4.7.1.14.35 DE 2014 ENTRE CORMACARENA Y LA UD
230;02;2019;3-00-991-00-00-29-5946-03;GASTOS GENER.  CONTRATO INTER. No. 244 DE 2014 ENTRE EL FDL DE ENGATIVA
230;02;2019;3-00-991-00-00-29-5946-04;OTROS GASTOS  CONTRATO INTER. No. 244 DE 2014 ENTRE EL FDL DE ENGATIVA
230;02;2019;3-00-991-00-00-29-5946-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 244 DE 2014 ENTRE EL FDL DE ENGATIVA
230;02;2019;3-00-991-00-00-29-5947-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 2824 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5947-03;GASTOS GENER.  CONTRATO INTER. No. 2824 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5947-04;OTROS GASTOS  CONTRATO INTER. No. 2824 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5947-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 2824 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5948-03;GASTOS GENER.  CONTRATO INTER. No. 2825 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5948-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 2825 DE 2014 DEPARTAMENTO DE BOYACA
230;02;2019;3-00-991-00-00-29-5949-03;GASTOS GENER.  CONVENIO ESPECIAL DE COOPERACION CIENTIFICO TECNICA  COMIT  -  GICOGE
230;02;2019;3-00-991-00-00-29-5950-01;SERV. PERS. ADMIN.  CONTRATO DE INTERVENTORIA No. 2631 DE 2014 ENTRE EL MUNICIPIO DE BOYACA Y LA UD
230;02;2019;3-00-991-00-00-29-5950-03;GASTOS GENER.  CONTRATO DE INTERVENTORIA No. 2631 DE 2014 ENTRE EL MUNICIPIO DE BOYACA Y LA UD
230;02;2019;3-00-991-00-00-29-5950-05;BENEFICIO INSTIT.  CONTRATO DE INTERVENTORIA No. 2631 DE 2014 ENTRE EL MUNICIPIO DE BOYACA Y LA UD
230;02;2019;3-00-991-00-00-29-5951-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 536 DE 2014 ENTRE CORPOAMAZONIA Y LA UD
230;02;2019;3-00-991-00-00-29-5951-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 536 DE 2014 ENTRE CORPOAMAZONIA Y LA UD
230;02;2019;3-00-991-00-00-29-5952-03;GASTOS GENER.  CONTRATO INTER. No. F-244 DE 2014 ENTRE EL MINISTERIO DEL INTERIOR Y LA UD
230;02;2019;3-00-991-00-00-29-5953-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 885  DE 2014 FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTA D.C
230;02;2019;3-00-991-00-00-29-5953-03;GASTOS GENER.  CONTRATO INTER. No. 885  DE 2014 FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTA D.C
230;02;2019;3-00-991-00-00-29-5953-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 885  DE 2014 FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTA D.C
230;02;2019;3-00-991-00-00-29-5954-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 2136 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5954-03;GASTOS GENER.  CONTRATO INTER. No. 2136 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5954-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 2136 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5955-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 2139 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5955-03;GASTOS GENER.  CONTRATO INTER. No. 2139 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5955-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 2139 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5956-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 2142 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5956-03;GASTOS GENER.  CONTRATO INTER. No. 2142 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5956-05;BENEFICIO INSTIT.  CONTRATO INTER. No. 2142 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5957-01;SERV. PERS. ADMIN.  CONTRATO INTER. No. 2183 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
230;02;2019;3-00-991-00-00-29-5957-03;GASTOS GENER.  CONTRATO INTER. No. 2183 DE 2014 INST. DIST. RECR. Y DEPORTE - IDRD - UD
